ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
20,Miami,Miami Open,3/23/22,Masters 1000,Outdoor,Hard,1st Round,3,Coric B.,Verdasco F.,166,123,359,540,6,4,7,5,,,,,,,2,0,Completed,1.72,2.1,1.76,2.19,1.83,2.19,1.75,2.08
20,Miami,Miami Open,3/23/22,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Munar J.,106,89,641,724,6,3,6,4,,,,,,,2,0,Completed,2.1,1.72,2.07,1.84,2.2,1.84,2.09,1.74
20,Miami,Miami Open,3/23/22,Masters 1000,Outdoor,Hard,1st Round,3,Kudla D.,Shang J.,84,441,759,82,6,7,7,5,6,4,,,,,2,1,Completed,1.33,3.4,1.39,3.27,1.4,3.4,1.35,3.16
20,Miami,Miami Open,3/23/22,Masters 1000,Outdoor,Hard,1st Round,3,Otte O.,Krueger M.,74,160,836,367,6,3,6,4,,,,,,,2,0,Completed,1.66,2.2,1.79,2.15,1.81,2.24,1.73,2.1
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Cressy M.,71,72,862,855,6,3,6,2,,,,,,,2,0,Completed,1.57,2.37,1.66,2.37,1.66,2.44,1.6,2.33
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Kyrgios N.,Mannarino A.,102,61,673,904,7,6,6,3,,,,,,,2,0,Completed,1.2,4.5,1.26,4.37,1.28,4.5,1.22,4.2
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Kokkinakis T.,Gasquet R.,97,81,700,777,6,4,6,2,,,,,,,2,0,Completed,1.4,3,1.44,3.03,1.44,3.07,1.41,2.9
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Humbert U.,Bedene A.,45,141,1098,450,6,3,3,6,6,3,,,,,2,1,Completed,1.33,3.4,1.39,3.26,1.4,3.45,1.36,3.13
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Gomez E.,96,145,705,437,6,2,6,7,6,1,,,,,2,1,Completed,1.28,3.75,1.3,3.88,1.36,3.97,1.29,3.62
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Harris L.,Bagnis F.,44,104,1101,657,6,3,6,3,,,,,,,2,0,Completed,1.3,3.5,1.32,3.72,1.34,3.8,1.3,3.48
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Korda S.,Davidovich Fokina A.,38,43,1269,1110,6,1,6,1,,,,,,,2,0,Completed,1.44,2.75,1.49,2.85,1.49,3,1.44,2.78
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Martinez P.,Struff J.L.,47,56,1077,974,6,3,2,0,,,,,,,1,0,Retired,1.72,2.1,1.81,2.11,1.81,2.5,1.7,2.17
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Wolf J.J.,Altmaier D.,167,69,356,868,6,4,6,4,,,,,,,2,0,Completed,1.53,2.5,1.61,2.48,1.62,2.7,1.55,2.44
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Brooksby J.,Coria F.,39,60,1195,911,3,6,6,2,6,3,,,,,2,1,Completed,1.04,13,1.04,15.07,1.06,15.3,1.04,11.48
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Popyrin A.,Musetti L.,92,76,711,826,7,5,7,6,,,,,,,2,0,Completed,2.37,1.57,2.46,1.62,2.55,1.66,2.36,1.59
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Tsonga J.W.,78,225,805,245,6,7,6,4,6,4,,,,,2,1,Completed,1.53,2.5,1.53,2.7,1.55,2.73,1.51,2.55
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Majchrzak K.,Baez S.,75,66,833,889,6,4,6,3,,,,,,,2,0,Completed,1.72,2.1,1.69,2.3,1.77,2.31,1.68,2.19
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,Giron M.,55,52,977,998,6,3,6,4,,,,,,,2,0,Completed,1.72,2.1,1.76,2.18,1.82,2.2,1.73,2.1
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Kukushkin M.,Van De Zandschulp B.,159,42,369,1131,6,4,6,4,,,,,,,2,0,Completed,3.75,1.28,3.8,1.31,4.05,1.35,3.62,1.29
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Rinderknech A.,Djere L.,58,53,940,986,6,2,7,6,,,,,,,2,0,Completed,1.53,2.5,1.54,2.67,1.59,2.71,1.53,2.51
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Paul T.,Bonzi B.,37,59,1277,912,6,4,6,4,,,,,,,2,0,Completed,1.5,2.62,1.56,2.61,1.62,2.76,1.52,2.52
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Murray A.,Delbonis F.,85,36,758,1302,7,6,6,1,,,,,,,2,0,Completed,1.16,5,1.19,5.47,1.19,5.76,1.16,5.14
20,Miami,Miami Open,3/24/22,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Sock J.,48,144,1056,437,7,6,6,4,,,,,,,2,0,Completed,1.72,2.1,1.73,2.24,1.83,2.26,1.71,2.13
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Daniel T.,34,106,1339,641,6,7,6,2,7,6,,,,,2,1,Completed,2.37,1.57,2.51,1.6,2.6,1.63,2.44,1.55
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo J.M.,Anderson K.,122,91,541,719,7,6,3,6,6,3,,,,,2,1,Completed,,,,,6,1.29,4.75,1.21
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Norrie C.,Draper J.,12,146,3395,435,7,6,6,4,,,,,,,2,0,Completed,1.16,5,1.17,6.02,1.2,6.65,1.16,5.28
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Goffin D.,19,70,2220,863,6,3,6,2,,,,,,,2,0,Completed,1.44,2.75,1.53,2.7,1.53,2.85,1.48,2.65
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Coric B.,4,166,7025,359,6,4,3,6,6,3,,,,,2,1,Completed,1.14,5.5,1.17,5.94,1.2,6,1.16,5.25
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Gaston H.,Isner J.,68,22,877,1846,7,6,6,4,,,,,,,2,0,Completed,4,1.25,4.39,1.26,4.39,1.29,3.97,1.25
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Ruusuvuori E.,11,71,3474,862,6,4,3,6,7,6,,,,,2,1,Completed,1.4,3,1.44,3.04,1.45,3.26,1.4,2.93
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Kokkinakis T.,Schwartzman D.,97,15,700,2660,4,6,7,6,6,4,,,,,2,1,Completed,2.1,1.72,1.94,1.96,2.15,1.96,2.04,1.78
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Kyrgios N.,Rublev A.,102,7,673,4725,6,3,6,0,,,,,,,2,0,Completed,2.2,1.66,2.23,1.74,2.4,1.74,2.23,1.66
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Kudla D.,Sonego L.,84,21,759,1902,3,6,7,6,6,4,,,,,2,1,Completed,2.62,1.5,2.7,1.53,2.7,1.55,2.58,1.5
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Opelka R.,103,18,668,2246,6,1,3,1,,,,,,,1,0,Retired,5,1.16,6.45,1.15,6.45,1.19,5.14,1.16
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Bublik A.,Galan D.E.,33,118,1416,554,6,7,6,3,6,4,,,,,2,1,Completed,1.4,3,1.43,3.05,1.44,3.24,1.39,3
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Monfils G.,Otte O.,24,74,1723,836,7,6,6,1,,,,,,,2,0,Completed,1.25,4,1.33,3.69,1.33,4.4,1.26,3.88
20,Miami,Miami Open,3/25/22,Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,Dimitrov G.,54,29,981,1471,6,1,6,4,,,,,,,2,0,Completed,2.37,1.57,2.46,1.62,2.63,1.62,2.45,1.55
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Laaksonen H.,8,86,3870,744,6,1,6,2,,,,,,,2,0,Completed,1.14,5.5,1.14,6.72,1.16,6.72,1.13,5.87
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Nakashima B.,31,80,1453,798,3,6,7,6,6,4,,,,,2,1,Completed,2,1.8,2.07,1.85,2.07,1.92,1.99,1.82
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Bautista Agut R.,Majchrzak K.,17,75,2375,833,6,3,6,3,,,,,,,2,0,Completed,1.22,4.33,1.25,4.48,1.26,4.7,1.22,4.19
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,De Minaur A.,Thompson J.,28,78,1531,805,6,2,6,3,,,,,,,2,0,Completed,1.25,4,1.22,4.83,1.26,4.83,1.23,4.2
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Paul T.,Khachanov K.,37,25,1277,1623,6,4,3,6,7,6,,,,,2,1,Completed,2,1.8,1.98,1.92,2.09,1.93,1.97,1.83
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Murray A.,2,85,8410,758,6,4,6,2,,,,,,,2,0,Completed,1.12,6,1.14,6.74,1.18,8,1.12,6.38
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Martinez P.,Garin C.,47,30,1077,1466,7,6,6,2,,,,,,,2,0,Completed,1.44,2.75,1.5,2.79,1.5,2.92,1.46,2.71
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Rinderknech A.,10,58,3513,940,7,6,6,2,,,,,,,2,0,Completed,1.33,3.4,1.31,3.8,1.36,3.84,1.32,3.37
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Nishioka Y.,Evans D.,96,27,705,1567,3,6,6,4,6,3,,,,,2,1,Completed,2.5,1.53,2.48,1.61,2.7,1.61,2.55,1.51
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Auger-Aliassime F.,48,9,1056,3803,6,4,6,2,,,,,,,2,0,Completed,3,1.4,2.98,1.45,3.22,1.45,2.93,1.4
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Karatsev A.,Humbert U.,32,45,1428,1098,7,5,6,2,,,,,,,2,0,Completed,1.66,2.2,1.69,2.3,1.69,2.31,1.65,2.24
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Kukushkin M.,13,159,2920,369,6,3,5,7,6,3,,,,,2,1,Completed,1.25,4,1.27,4.18,1.3,4.5,1.26,3.83
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Korda S.,Ramos-Vinolas A.,38,35,1269,1314,4,6,7,6,6,3,,,,,2,1,Completed,1.14,5.5,1.14,6.77,1.17,6.85,1.14,5.79
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Brooksby J.,Basilashvili N.,39,20,1195,1916,6,3,6,1,,,,,,,2,0,Completed,1.36,3.2,1.42,3.12,1.42,3.45,1.35,3.14
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Harris L.,Shapovalov D.,44,14,1101,2863,6,3,6,4,,,,,,,2,0,Completed,2.75,1.44,2.96,1.46,2.96,1.5,2.74,1.45
20,Miami,Miami Open,3/26/22,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Wolf J.J.,5,167,6070,356,6,4,6,7,6,1,,,,,2,1,Completed,1.2,4.5,1.24,4.62,1.25,4.85,1.21,4.34
20,Miami,Miami Open,3/27/22,Masters 1000,Outdoor,Hard,2nd Round,3,Cilic M.,Popyrin A.,23,92,1785,711,6,0,6,3,,,,,,,2,0,Completed,1.44,2.75,1.49,2.82,1.57,2.86,1.46,2.71
20,Miami,Miami Open,3/27/22,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Fucsovics M.,16,55,2414,977,6,3,6,2,,,,,,,2,0,Completed,1.14,5.5,1.19,5.42,1.2,5.6,1.17,5.12
20,Miami,Miami Open,3/27/22,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,Gaston H.,12,68,3395,877,6,3,7,5,,,,,,,2,0,Completed,1.12,6,1.18,5.75,1.21,6.65,1.14,5.72
20,Miami,Miami Open,3/27/22,Masters 1000,Outdoor,Hard,3rd Round,3,Ruud C.,Bublik A.,8,33,3870,1416,6,3,6,2,,,,,,,2,0,Completed,1.3,3.5,1.31,3.81,1.33,4,1.29,3.64
20,Miami,Miami Open,3/27/22,Masters 1000,Outdoor,Hard,3rd Round,3,Kyrgios N.,Fognini F.,102,34,673,1339,6,2,6,4,,,,,,,2,0,Completed,1.14,5.5,1.17,5.57,1.18,6.1,1.15,5.5
20,Miami,Miami Open,3/27/22,Masters 1000,Outdoor,Hard,3rd Round,3,Tiafoe F.,Cerundolo J.M.,31,122,1453,541,6,3,6,2,,,,,,,2,0,Completed,1.12,6,1.15,6.51,1.18,6.75,1.13,5.87
20,Miami,Miami Open,3/27/22,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Carreno Busta P.,11,19,3474,2220,5,7,7,5,7,5,,,,,2,1,Completed,1.53,2.5,1.59,2.53,1.59,2.6,1.54,2.48
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Monfils G.,103,24,668,1723,6,2,6,3,,,,,,,2,0,Completed,5,1.16,5.71,1.18,5.71,1.19,5.08,1.16
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Kokkinakis T.,Kudla D.,97,84,700,759,7,6,4,6,7,6,,,,,2,1,Completed,1.33,3.4,1.34,3.62,1.35,3.75,1.31,3.4
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Zverev A.,Mcdonald M.,4,54,7025,981,6,2,6,2,,,,,,,2,0,Completed,1.16,5,1.22,4.94,1.22,5.25,1.19,4.75
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Brooksby J.,Bautista Agut R.,39,17,1195,2375,6,3,5,7,6,4,,,,,2,1,Completed,1.66,2.2,1.75,2.21,1.75,2.38,1.66,2.23
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Martinez P.,2,47,8410,1077,6,3,6,4,,,,,,,2,0,Completed,1.05,11,1.04,15.79,1.07,15.79,1.04,11.39
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Karatsev A.,10,32,3513,1428,7,5,4,6,6,3,,,,,2,1,Completed,1.4,3,1.36,3.44,1.45,3.44,1.38,3.03
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Harris L.,Nishioka Y.,44,96,1101,705,7,6,4,6,7,5,,,,,2,1,Completed,1.5,2.62,1.57,2.58,1.57,2.8,1.5,2.59
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Cilic M.,16,23,2414,1785,6,4,6,4,,,,,,,2,0,Completed,1.22,4.33,1.23,4.76,1.24,5.05,1.21,4.45
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Paul T.,13,37,2920,1277,7,6,6,4,,,,,,,2,0,Completed,1.66,2.2,1.65,2.4,1.72,2.4,1.67,2.2
20,Miami,Miami Open,3/28/22,Masters 1000,Outdoor,Hard,3rd Round,3,Kecmanovic M.,Korda S.,48,38,1056,1269,7,6,6,3,,,,,,,2,0,Completed,1.72,2.1,1.89,2.02,1.9,2.1,1.82,1.98
20,Miami,Miami Open,3/29/22,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,De Minaur A.,5,28,6070,1531,6,4,6,3,,,,,,,2,0,Completed,1.36,3.2,1.41,3.18,1.42,3.21,1.38,3.06
20,Miami,Miami Open,3/29/22,Masters 1000,Outdoor,Hard,4th Round,3,Ruud C.,Norrie C.,8,12,3870,3395,6,3,6,4,,,,,,,2,0,Completed,1.57,2.37,1.72,2.26,1.72,2.51,1.63,2.28
20,Miami,Miami Open,3/29/22,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Kokkinakis T.,4,97,7025,700,6,4,6,4,,,,,,,2,0,Completed,1.2,4.5,1.23,4.66,1.23,5.03,1.2,4.53
20,Miami,Miami Open,3/29/22,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Kyrgios N.,11,102,3474,673,7,6,6,3,,,,,,,2,0,Completed,2.75,1.44,2.62,1.56,2.8,1.56,2.62,1.5
20,Miami,Miami Open,3/29/22,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Brooksby J.,2,39,8410,1195,7,5,6,1,,,,,,,2,0,Completed,1.16,5,1.22,4.85,1.23,5.54,1.2,4.64
20,Miami,Miami Open,3/29/22,Masters 1000,Outdoor,Hard,4th Round,3,Cerundolo F.,Tiafoe F.,103,31,668,1453,6,7,7,6,6,2,,,,,2,1,Completed,3.2,1.36,3.16,1.41,3.2,1.44,3.01,1.39
20,Miami,Miami Open,3/29/22,Masters 1000,Outdoor,Hard,4th Round,3,Hurkacz H.,Harris L.,10,44,3513,1101,7,6,6,2,,,,,,,2,0,Completed,1.3,3.5,1.35,3.53,1.37,3.6,1.33,3.33
20,Miami,Miami Open,3/30/22,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Tsitsipas S.,16,5,2414,6070,7,5,6,3,,,,,,,2,0,Completed,1.5,2.62,1.53,2.71,1.61,2.71,1.51,2.57
20,Miami,Miami Open,3/30/22,Masters 1000,Outdoor,Hard,4th Round,3,Kecmanovic M.,Fritz T.,48,13,1056,2920,3,6,6,1,6,4,,,,,2,1,Completed,2.62,1.5,2.74,1.52,2.75,1.57,2.6,1.5
20,Miami,Miami Open,3/30/22,Masters 1000,Outdoor,Hard,Quarterfinals,3,Cerundolo F.,Sinner J.,103,11,668,3474,4,1,,,,,,,,,0,0,Retired,5.5,1.14,6.24,1.16,6.24,1.19,5.53,1.15
20,Miami,Miami Open,3/31/22,Masters 1000,Outdoor,Hard,Quarterfinals,3,Ruud C.,Zverev A.,8,4,3870,7025,6,3,1,6,6,3,,,,,2,1,Completed,3.5,1.3,3.4,1.37,3.6,1.38,3.36,1.33
20,Miami,Miami Open,3/31/22,Masters 1000,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Medvedev D.,10,2,3513,8410,7,6,6,3,,,,,,,2,0,Completed,4,1.25,3.82,1.31,4.35,1.31,3.87,1.26
20,Miami,Miami Open,4/1/22,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Kecmanovic M.,16,48,2414,1056,6,7,6,3,7,6,,,,,2,1,Completed,1.16,5,1.19,5.38,1.22,5.5,1.17,5.06
20,Miami,Miami Open,4/1/22,Masters 1000,Outdoor,Hard,Semifinals,3,Ruud C.,Cerundolo F.,8,103,3870,668,6,4,6,1,,,,,,,2,0,Completed,1.14,5.5,1.17,6.02,1.19,6.1,1.15,5.44
20,Miami,Miami Open,4/2/22,Masters 1000,Outdoor,Hard,Semifinals,3,Alcaraz C.,Hurkacz H.,16,10,2414,3513,7,6,7,6,,,,,,,2,0,Completed,1.44,2.75,1.47,2.89,1.51,2.95,1.45,2.78
20,Miami,Miami Open,4/3/22,Masters 1000,Outdoor,Hard,The Final,3,Alcaraz C.,Ruud C.,16,8,2414,3870,7,5,6,4,,,,,,,2,0,Completed,1.33,3.4,1.37,3.38,1.41,3.58,1.34,3.31
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,Diez S.,83,292,785,166,6,3,6,2,,,,,,,2,0,Completed,1.5,2.62,1.5,2.73,1.5,2.88,1.48,2.62
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Querrey S.,Galan D.E.,114,121,610,550,7,6,3,6,7,6,,,,,2,1,Completed,2.75,1.44,2.78,1.48,2.9,1.54,2.66,1.47
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Wolf J.J.,Brooksby J.,157,36,397,1271,6,4,6,4,,,,,,,2,0,Completed,3.75,1.28,3.72,1.31,4.05,1.33,3.57,1.29
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Krueger M.,Varillas J. P.,161,111,383,618,5,1,,,,,,,,,0,0,Retired,2.75,1.44,3.27,1.37,3.27,1.44,2.92,1.4
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Johnson S.,Kudla D.,108,81,637,795,6,3,4,6,6,4,,,,,2,1,Completed,1.61,2.3,1.65,2.34,1.7,2.54,1.62,2.27
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Brouwer G.,Lopez F.,361,118,117,582,6,4,6,2,,,,,,,2,0,Completed,1.72,2.1,1.75,2.16,1.81,2.2,1.72,2.11
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Kyrgios N.,Mcdonald M.,94,52,718,985,4,6,6,3,6,4,,,,,2,1,Completed,1.44,2.75,1.5,2.72,1.57,2.75,1.48,2.61
21,Houston,U.S. Men's Clay Court Championships,4/5/22,ATP250,Outdoor,Clay,1st Round,3,Paul T.,Gojowczyk P.,34,101,1298,686,6,7,7,6,3,2,,,,,1,1,Retired,1.14,5.5,1.16,5.93,1.2,6.3,1.15,5.44
21,Houston,U.S. Men's Clay Court Championships,4/6/22,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Sock J.,29,138,1453,456,4,6,6,3,7,5,,,,,2,1,Completed,1.9,1.9,2,1.88,2.1,1.92,1.94,1.84
21,Houston,U.S. Men's Clay Court Championships,4/6/22,ATP250,Outdoor,Clay,1st Round,3,Cuevas P.,Purcell M.,105,164,662,360,7,6,6,3,,,,,,,2,0,Completed,1.44,2.75,1.52,2.65,1.6,2.75,1.5,2.55
21,Houston,U.S. Men's Clay Court Championships,4/6/22,ATP250,Outdoor,Clay,1st Round,3,Tabilo A.,Harrison C.,100,271,690,258,6,1,6,4,,,,,,,2,0,Completed,1.22,4.33,1.27,4.04,1.27,4.5,1.24,3.98
21,Houston,U.S. Men's Clay Court Championships,4/6/22,ATP250,Outdoor,Clay,1st Round,3,Tiafoe F.,Giron M.,30,53,1453,983,6,4,6,4,,,,,,,2,0,Completed,1.53,2.5,1.54,2.61,1.54,2.8,1.48,2.59
21,Houston,U.S. Men's Clay Court Championships,4/6/22,ATP250,Outdoor,Clay,2nd Round,3,Mmoh M.,Querrey S.,226,114,244,610,6,2,6,4,,,,,,,2,0,Completed,2.5,1.53,2.86,1.48,2.88,1.67,2.49,1.53
21,Houston,U.S. Men's Clay Court Championships,4/6/22,ATP250,Outdoor,Clay,2nd Round,3,Kyrgios N.,Paul T.,94,34,718,1298,6,4,6,2,,,,,,,2,0,Completed,1.61,2.3,1.68,2.33,1.68,2.4,1.61,2.29
21,Houston,U.S. Men's Clay Court Championships,4/7/22,ATP250,Outdoor,Clay,2nd Round,3,Opelka R.,Krueger M.,18,161,2225,383,3,6,6,2,6,4,,,,,2,1,Completed,1.36,3.2,1.39,3.28,1.41,3.43,1.36,3.1
21,Houston,U.S. Men's Clay Court Championships,4/7/22,ATP250,Outdoor,Clay,2nd Round,3,Brouwer G.,Wolf J.J.,361,157,117,397,6,1,6,1,,,,,,,2,0,Completed,3.4,1.33,3.61,1.34,3.7,1.4,3.33,1.32
21,Houston,U.S. Men's Clay Court Championships,4/7/22,ATP250,Outdoor,Clay,2nd Round,3,Garin C.,Thompson J.,29,83,1453,785,3,6,6,3,6,3,,,,,2,1,Completed,1.36,3.2,1.43,3.08,1.46,3.3,1.37,3.03
21,Houston,U.S. Men's Clay Court Championships,4/7/22,ATP250,Outdoor,Clay,2nd Round,3,Tiafoe F.,Cuevas P.,30,105,1453,662,5,7,7,5,7,6,,,,,2,1,Completed,1.4,3,1.56,2.62,1.56,3,1.43,2.78
21,Houston,U.S. Men's Clay Court Championships,4/8/22,ATP250,Outdoor,Clay,2nd Round,3,Fritz T.,Tabilo A.,13,100,2920,690,6,1,6,4,,,,,,,2,0,Completed,1.66,2.2,1.88,2.03,1.88,2.37,1.7,2.13
21,Houston,U.S. Men's Clay Court Championships,4/8/22,ATP250,Outdoor,Clay,2nd Round,3,Isner J.,Johnson S.,27,108,1556,637,6,7,7,6,6,3,,,,,2,1,Completed,1.66,2.2,1.78,2.16,1.78,2.3,1.69,2.15
21,Houston,U.S. Men's Clay Court Championships,4/8/22,ATP250,Outdoor,Clay,Quarterfinals,3,Opelka R.,Brouwer G.,18,361,2225,117,6,3,7,5,,,,,,,2,0,Completed,1.25,4,1.28,4.16,1.32,4.22,1.25,3.88
21,Houston,U.S. Men's Clay Court Championships,4/8/22,ATP250,Outdoor,Clay,Quarterfinals,3,Kyrgios N.,Mmoh M.,94,226,718,244,,,,,,,,,,,,,Walkover,1.1,7,1.11,7.93,1.14,8.25,1.1,7.09
21,Houston,U.S. Men's Clay Court Championships,4/8/22,ATP250,Outdoor,Clay,Quarterfinals,3,Garin C.,Fritz T.,29,13,1453,2920,6,2,6,7,6,3,,,,,2,1,Completed,3.5,1.3,4.02,1.29,4.02,1.36,3.43,1.31
21,Houston,U.S. Men's Clay Court Championships,4/9/22,ATP250,Outdoor,Clay,Quarterfinals,3,Isner J.,Tiafoe F.,27,30,1556,1453,6,4,2,6,6,3,,,,,2,1,Completed,1.9,1.9,1.92,1.99,2.09,2.01,1.92,1.87
21,Houston,U.S. Men's Clay Court Championships,4/9/22,ATP250,Outdoor,Clay,Semifinals,3,Opelka R.,Kyrgios N.,18,94,2225,718,6,3,7,5,,,,,,,2,0,Completed,2.5,1.53,2.68,1.53,2.81,1.59,2.55,1.51
21,Houston,U.S. Men's Clay Court Championships,4/9/22,ATP250,Outdoor,Clay,Semifinals,3,Isner J.,Garin C.,27,29,1556,1453,4,6,6,3,6,4,,,,,2,1,Completed,1.8,2,1.81,2.13,1.86,2.16,1.78,2.04
